ORDER_NO,ITEM_ID,LINE_TYPEORDER_INVOICE_KEY,EXTN_AVAILABLE_DATE,EXTN_INV_FIN_DATE,EXTN_IS_PUBLISH_TO_VERTEX,CREATETS,MODIFYTS
341232839256,997402,Continuity,202405020807243021730734,01-1-2500 12:00:00,,,02-5-2024 08:24:30,02-5-2024 09:01:16
