Order No,Order Type,Entry Type,Order Date,Config ID,Is MTO,Createts,Draft Order Flag
341520484971,PAPERORDER,CCA,2024-05-31 13:28:37,5516150-V1-OB,null,2024-05-31 13:28:40,Y
341520619451,PHONEORDER,CCA,2024-05-31 14:54:53,9262562-V1-BD-3869924,null,2024-05-31 14:54:53,Y
341520630714,PHONEORDER,CCA,2024-05-31 13:52:38,1449378-V1-OB-24,null,2024-05-31 13:52:38,Y
341520801794,PHONEORDER,CCA,2024-05-31 05:33:06,341472-V1-OB-PS-2375-ST,null,2024-05-31 05:33:08,Y
341520857531,PHONEORDER,CCA,2024-05-31 15:00:35,9262562-V1-BD-3869924,null,2024-05-31 15:00:35,Y
341523756342,PHONEORDER,CCA,2024-05-31 13:24:07,2408764-V1-GZCW-60,Y,2024-05-31 13:24:35,Y
341523950564,PHONEORDER,CCA,2024-05-31 10:24:37,6525917-V1-OB-54-6914192,Y,2024-05-31 10:25:30,Y
341530367539,PHONEORDER,CCA,2024-06-01 14:47:10,638967-V1-CP-32-234966,null,2024-06-01 14:47:10,Y
341530534740,PHONEORDER,CCA,2024-06-01 14:26:54,638967-V1-CP-32-234966,null,2024-06-01 14:26:54,Y
341530824000,PHONEORDER,CCA,2024-06-01 10:45:59,3428032-V1-GT-CW-60-3000K,null,2024-06-01 10:45:59,Y
341542978828,PHONEORDER,CCA,2024-06-02 09:16:22,6525917-V1-OB-54-6914192,Y,2024-06-02 09:16:38,Y
341550522021,PHONEORDER,CCA,2024-06-03 07:45:28,4742576-V1-CP-36,null,2024-06-03 07:45:28,Y
341550772766,PHONEORDER,CCA,2024-06-03 13:33:20,6702244-V1-BA-32-5102540,null,2024-06-03 13:33:20,Y
341552928275,PHONEORDER,CCA,2024-06-03 11:57:45,6525917-V1-OB-54-6914192,Y,2024-06-03 11:57:51,Y
341553026525,PHONEORDER,CCA,2024-06-03 14:57:25,2408764-V1-MTCW-24,Y,2024-06-03 14:57:31,Y
341553098466,PHONEORDER,CCA,2024-06-05 13:49:08,1052264-V1-UN-3100,Y,2024-06-03 08:20:20,Y
341553098466,PHONEORDER,CCA,2024-06-05 13:49:08,1052264-V1-UN-4000,Y,2024-06-03 08:20:20,Y
341553098466,PHONEORDER,CCA,2024-06-05 13:49:08,2230780-V1-UN-1200,Y,2024-06-03 08:20:20,Y
341553098466,PHONEORDER,CCA,2024-06-05 13:49:08,2230780-V1-UN-1300,Y,2024-06-03 08:20:20,Y
341553098466,PHONEORDER,CCA,2024-06-05 13:49:08,2230780-V1-UN-1700,Y,2024-06-03 08:20:20,Y
341553098466,PHONEORDER,CCA,2024-06-05 13:49:08,2230780-V1-UN-3300,Y,2024-06-03 08:20:20,Y
341553171636,PHONEORDER,CCA,2024-06-03 15:04:28,5975192-V1-OB-9O,Y,2024-06-03 15:04:33,Y
341553608843,PHONEORDER,CCA,2024-06-03 13:27:59,15181-V1-OB-3595739,Y,2024-06-03 13:28:16,Y
341553835180,PHONEORDER,CCA,2024-06-03 11:59:59,6508034-V1-LQ-7908931,Y,2024-06-03 12:00:14,Y
341553835180,PHONEORDER,CCA,2024-06-03 11:59:59,8933295-V1-CP-4122130,Y,2024-06-03 12:00:14,Y
341556571600,PHONEORDER_G_CA,CCA,2024-06-03 07:19:43,2216624-V1-UN-BC,Y,2024-06-03 07:19:58,Y
341560181347,PHONEORDER,CCA,2024-06-04 12:32:04,3428032-V1-GT-CW-96-3000K,null,2024-06-04 12:32:05,Y
341560375477,PHONEORDER,CCA,2024-06-04 16:32:16,5047061-V1-UD-OB-72,null,2024-06-04 16:32:16,Y
341560375477,PHONEORDER,CCA,2024-06-04 16:32:16,7679767-V1-NW-OB-72,null,2024-06-04 16:32:16,Y
341560375477,PHONEORDER,CCA,2024-06-04 16:32:16,7679767-V1-UD-OB-72,null,2024-06-04 16:32:16,Y
341560375477,PHONEORDER,CCA,2024-06-04 16:32:16,9902700-V1-NW-OB-72,null,2024-06-04 16:32:16,Y
341560467605,PAPERORDER,CCA,2024-06-04 09:08:56,5498616-V1-CP-PS-2375-ST,null,2024-06-04 09:08:56,Y
341560494484,PHONEORDER,CCA,2024-06-04 12:09:22,4181212-V1-PN-N,null,2024-06-04 11:56:33,Y
341560540328,PHONEORDER,CCA,2024-06-04 13:23:55,3428032-V1-GT-CW-96-3000K,null,2024-06-04 13:23:56,Y
341560586578,PHONEORDER,CCA,2024-06-04 08:49:53,968468-V1-BN-9968240,null,2024-06-04 08:49:53,Y
341560605279,PAPERORDER,CCA,2024-06-04 12:39:52,4566657-V1-OB-32-3358864,null,2024-06-04 12:39:52,Y
341560775072,PHONEORDER,CCA,2024-06-04 10:14:56,4742576-V1-CP-36-2783220,null,2024-06-04 10:14:57,Y
341560791095,PHONEORDER,CCA,2024-06-04 12:32:22,3428032-V1-GT-CW-96-3000K,null,2024-06-04 12:32:22,Y
341560929463,PHONEORDER,CCA,2024-06-04 09:35:26,1967776-V1-TG-36,null,2024-06-04 09:35:26,Y
341562123339,PHONEORDER,CCA,2024-06-04 12:39:01,867789-V1-OB-30-4902562,Y,2024-06-04 12:39:37,Y
341562123339,PHONEORDER,CCA,2024-06-04 12:39:01,867789-V1-WM-30-9995190,Y,2024-06-04 12:39:37,Y
341562468007,PHONEORDER,CCA,2024-06-04 13:45:40,3428032-V1-GT-CW-96-3000K,Y,2024-06-04 13:46:31,Y
341563148400,PHONEORDER,CCA,2024-06-04 15:02:56,4742576-V1-CP-36-2783220,Y,2024-06-04 15:03:16,Y
341563590148,PHONEORDER,CCA,2024-06-04 10:44:55,6764647-V1-OB-96-4989352,Y,2024-06-04 10:46:45,Y
341570147130,PHONEORDER,CCA,2024-06-05 09:17:09,311283-V1-OB-30-3595739,null,2024-06-05 09:17:10,Y
341570147130,PHONEORDER,CCA,2024-06-05 09:17:09,311283-V1-OB-30-7908931,null,2024-06-05 09:17:10,Y
341570147130,PHONEORDER,CCA,2024-06-05 09:17:09,311283-V1-OB-30-9292168,null,2024-06-05 09:17:10,Y
341570148849,PHONEORDER,CCA,2024-06-05 12:01:11,5516150-V1-OB,null,2024-06-05 12:01:12,Y
341570148849,PHONEORDER,CCA,2024-06-05 12:01:11,867789-V1-OB-30-5026346,null,2024-06-05 12:01:12,Y
341570205144,PHONEORDER,CCA,2024-06-05 11:54:32,5516150-V1-OB,null,2024-06-05 11:54:33,Y
341570205144,PHONEORDER,CCA,2024-06-05 11:54:32,867789-V1-OB-30-5026346,null,2024-06-05 11:54:33,Y
341570301158,PAPERORDER,CCA,2024-06-05 12:23:28,6764647-V1-OB-96-4989352,null,2024-06-05 12:23:28,Y
341570360782,PHONEORDER,CCA,2024-06-05 13:50:26,1052264-V1-UN-3100,null,2024-06-05 13:50:27,Y
341570360782,PHONEORDER,CCA,2024-06-05 13:50:26,1052264-V1-UN-4000,null,2024-06-05 13:50:27,Y
341570360782,PHONEORDER,CCA,2024-06-05 13:50:26,2230780-V1-UN-1200,null,2024-06-05 13:50:27,Y
341570360782,PHONEORDER,CCA,2024-06-05 13:50:26,2230780-V1-UN-1300,null,2024-06-05 13:50:27,Y
341570360782,PHONEORDER,CCA,2024-06-05 13:50:26,2230780-V1-UN-1700,null,2024-06-05 13:50:27,Y
341570360782,PHONEORDER,CCA,2024-06-05 13:50:26,2230780-V1-UN-3300,null,2024-06-05 13:50:27,Y
341570371300,PHONEORDER,CCA,2024-06-05 09:48:26,4181212-V1-PN-N,null,2024-06-05 09:48:26,Y
341570807550,PHONEORDER,CCA,2024-06-05 16:10:28,5516150-V1-OB,null,2024-06-05 16:10:28,Y
341570807550,PHONEORDER,CCA,2024-06-05 16:10:28,867789-V1-OB-30-5026346,null,2024-06-05 16:10:28,Y
341570896520,PAPERORDER,CCA,2024-06-05 10:41:09,3052233-V1-BD-48-8027074,null,2024-06-05 10:41:09,Y
341570961928,PHONEORDER,CCA,2024-06-05 12:44:50,5531591-V1-OB-7101013,null,2024-06-05 12:44:50,Y
341570966984,PHONEORDER,CCA,2024-06-05 12:12:22,2317895-V1-KH-BA-BA-BA,null,2024-06-05 12:12:22,Y
341570966984,PHONEORDER,CCA,2024-06-05 12:12:22,2317895-V1-PS-BA-BA-BA,null,2024-06-05 12:12:22,Y
341570966984,PHONEORDER,CCA,2024-06-05 12:12:22,4374460-V1-BA-PS-L,null,2024-06-05 12:12:22,Y
341570966984,PHONEORDER,CCA,2024-06-05 12:12:22,4374460-V1-BA-PS-R,null,2024-06-05 12:12:22,Y
341570966984,PHONEORDER,CCA,2024-06-05 12:12:22,4374460-V1-BA-PV-L,null,2024-06-05 12:12:22,Y
341570966984,PHONEORDER,CCA,2024-06-05 12:12:22,4374460-V1-BA-PV-R,null,2024-06-05 12:12:22,Y
341570966984,PHONEORDER,CCA,2024-06-05 12:12:22,7316599-V1-BA-BC,null,2024-06-05 12:12:22,Y
341570969939,PHONEORDER,CCA,2024-06-05 11:39:43,5516150-V1-OB,null,2024-06-05 11:39:44,Y
341570969939,PHONEORDER,CCA,2024-06-05 11:39:43,867789-V1-OB-30-5026346,null,2024-06-05 11:39:44,Y
341572308474,PHONEORDER,CCA,2024-06-05 17:47:41,9981141-V1-OB,Y,2024-06-05 17:47:55,Y
341572742953,PHONEORDER,CCA,2024-06-05 10:44:28,7930799-V1-BA-30-5343957,Y,2024-06-05 10:44:42,Y
341580081782,PHONEORDER,CCA,2024-06-06 15:36:18,1941908-V1-OB-144382,null,2024-06-06 15:36:18,Y
341580264040,PHONEORDER,CCA,2024-06-06 11:55:22,7079703-V1-LQ-2000,null,2024-06-06 11:55:23,Y
341580511200,PHONEORDER,CCA,2024-06-06 07:45:15,5206538-V1-180-6787308,null,2024-06-06 07:45:16,Y
341580511200,PHONEORDER,CCA,2024-06-06 07:45:15,5729379-V1-PN-36,null,2024-06-06 07:45:16,Y
341580833190,PHONEORDER,CCA,2024-06-07 12:29:25,6780921-V1-PN-36-7601211,null,2024-06-06 11:44:27,Y
341580835567,PHONEORDER,CCA,2024-06-06 15:32:11,4742576-V1-CP-36-2783220,null,2024-06-06 15:32:12,Y
341580880472,PHONEORDER,CCA,2024-06-06 13:45:29,311283-V1-LQ-30-5343957,null,2024-06-06 13:45:29,Y
341580914784,PHONEORDER,CCA,2024-06-06 12:48:31,1336180-V1-OB-45-8997257,null,2024-06-06 12:48:31,Y
341582839344,PHONEORDER,CCA,2024-06-06 14:22:17,1049070-V1-UN-36-7908931,Y,2024-06-06 14:25:12,Y
341582854137,PHONEORDER,CCA,2024-06-06 13:39:23,7930799-V1-BA-30-659568,Y,2024-06-06 13:39:37,Y
341583983141,PHONEORDER,CCA,2024-06-06 11:23:13,6780921-V1-CP-32-3908120,Y,2024-06-06 11:23:34,Y
341590036636,PHONEORDER,CCA,2024-06-07 09:06:02,1596918-V1-BA-38-3358864,null,2024-06-07 09:06:02,Y
341590036636,PHONEORDER,CCA,2024-06-07 09:06:02,2817796-V1-40-3321458,null,2024-06-07 09:06:02,Y
341590036636,PHONEORDER,CCA,2024-06-07 09:06:02,5375039-V1-PN-HB,null,2024-06-07 09:06:02,Y
341590036636,PHONEORDER,CCA,2024-06-07 09:06:02,5916545-V1-30-3169912-9415904,null,2024-06-07 09:06:02,Y
341590036636,PHONEORDER,CCA,2024-06-07 09:06:02,7938663-V1-OB-7960166,null,2024-06-07 09:06:02,Y
341590036636,PHONEORDER,CCA,2024-06-07 09:06:02,9427559-V1-45-5520949,null,2024-06-07 09:06:02,Y
341590178628,PAPERORDER,CCA,2024-06-07 07:57:09,6764647-V1-OB-96-4989352,null,2024-06-07 07:57:09,Y
341590212310,PHONEORDER,CCA,2024-06-07 10:11:43,7472859-V1-45-4638220,null,2024-06-07 10:11:44,Y
341590250666,PHONEORDER,CCA,2024-06-07 14:21:28,1967776-V1-TQ-30,null,2024-06-07 14:21:28,Y
341590647093,PHONEORDER,CCA,2024-06-07 15:35:45,6661954-V1-CP-26,null,2024-06-07 15:35:45,Y
341590703979,PHONEORDER,CCA,2024-06-07 14:19:24,2230780-V1-BA-1200,null,2024-06-07 14:19:25,Y
341590753701,PHONEORDER,CCA,2024-06-07 09:10:36,1596918-V1-BA-38-3358864,null,2024-06-07 09:10:37,Y
341590753701,PHONEORDER,CCA,2024-06-07 09:10:36,2817796-V1-40-3321458,null,2024-06-07 09:10:37,Y
341590753701,PHONEORDER,CCA,2024-06-07 09:10:36,5375039-V1-PN-HB,null,2024-06-07 09:10:37,Y
341590753701,PHONEORDER,CCA,2024-06-07 09:10:36,5916545-V1-30-3169912-9415904,null,2024-06-07 09:10:37,Y
341590753701,PHONEORDER,CCA,2024-06-07 09:10:36,7938663-V1-OB-7960166,null,2024-06-07 09:10:37,Y
341590753701,PHONEORDER,CCA,2024-06-07 09:10:36,9427559-V1-45-5520949,null,2024-06-07 09:10:37,Y
341590754519,PHONEORDER,CCA,2024-06-07 11:25:09,6661954-V1-CP-30,null,2024-06-07 11:25:09,Y
341590812366,PAPERORDER,CCA,2024-06-07 11:15:37,8342993-V1-BA-60-5102540,null,2024-06-07 11:15:38,Y
341590969984,PHONEORDER,CCA,2024-06-07 08:06:01,15181-V1-OB-3595739,null,2024-06-07 08:06:01,Y
341592521825,PHONEORDER,CCA,2024-06-07 07:36:50,6279303-V1-BN-51-2966524,Y,2024-06-07 07:37:02,Y
341593798539,PHONEORDER,CCA,2024-06-07 11:28:44,9274079-V1-OB-48-1094000,Y,2024-06-07 11:29:07,Y
341593969908,PHONEORDER,CCA,2024-06-07 11:40:43,9274079-V1-OB-48-1094000,Y,2024-06-07 11:42:03,Y
