ORDER_NO,PRIME_LINE_NO,SUB_LINE_NO,SHIPMENT_NO,SHIPMENT_LINE_KEY,SHIPMENT_KEY,TRACKING_NO,CONTAINER_NO,ITEM_ID,ENTERPRISE_CODE,QUANTITY,DOCUMENT_TYPE
341512905405,1,1,721467425,202405310802498146018892,202405310802498146018902,1Z9740X41248873091,K12870477,1184571,WE,3,0001
341512905405,1,1,721467425,202405310802498146018892,202405310802498146018902,1Z9740X41248873091,K12870477,1184571,WE,1,0001
341622273165,3,1,722650763,202406121933348767297362,202406121933348767297363,1ZW5R9031263495938,90448561,2535934,PK,1,0001
341282640471,1,1,719325179,202405072346246987775590,202405072346246987775592,1ZW5R9031260206120,89217007,1417521,WS,2,0001
341283712949,1,9001,719432942,202405081922527037197729,202405081922527037197734,1Z4E67640350399116,89221276,7402966,PB,1,0001
340673108197,1,1,713825432,202403091701533990733966,202403091701533990733968,1ZW459701255821658,86859929,4016244,WS,1,0001
341583349517,2,1,723091655,202406171707309000804627,202406171707309000804635,1ZW412051259564782,90596787,862034,RJ,1,0001
340873365993,1,1,715862007,202403300243524990613211,202403300243524990613213,1Z4E67641288409928,87713381,3575940,PB,2,0001
340833578016,1,1,719495929,202405091239067072871299,202405091239067072871300,1Z96X1670357029022,T01635830,8842063,WE,1,0001
341153845027,5,1,723522137,202406210352209192685587,202406210352209192685589,1ZB37H790200831262,A00453913,6793097,PB,1,0001
341483257331,1,1,721027167,202405280421457967570193,202405280421457967570194,1ZW412051257998719,89920597,9256412,WE,1,0001
341483257331,1,1,721027167,202405280421457967570193,202405280421457967570194,1ZW412051257998719,89920597,9256412,WE,1,0001
341483582191,1,9001,721027150,202405280421387967559613,202405280421387967559616,1ZW412051257998568,89920553,2627657,PB,1,0001
341022590770,3,1,717094397,202404121151175643656636,202404121151175643656637,1Z9740X41203619119,K12583357,7432798,WE,1,0001
341573954201,5,1,722030430,202406060452138431117658,202406060452138431117660,1Z9740X41250632257,K12900351,3335660,PB,7,0001
341573954201,5,1,722030430,202406060452138431117658,202406060452138431117660,1Z9740X41250632257,K12900351,3335660,PB,1,0001
340713848992,5,1,714129325,202403121820254127946507,202403121820254127946512,1ZW459701256026622,87016625,7007303,WS,1,0001
341112060197,1,1,718088735,202404240447556260153328,202404240447556260153330,1Z8222V20319651567,W12876621,782360,RJ,1,0001
341432320230,1,9000,721178898,202405290129128018022207,202405290129128018022211,1ZB3504C1200570279,A00424579,6032521,WE,1,0001
341293329742,1,9001,719632891,202405101649047135868759,202405101649047135868762,1Z4E67640389183277,89286046,1745418,PB,1,0001
341293329742,2,9002,719632891,202405101649047135868760,202405101649047135868762,1Z4E67640389183277,89286046,8742599,PB,1,0001
341622362141,3,1,722524871,202406111756288702626652,202406111756288702626653,1ZW5R9031263262984,90479946,7141327,WS,1,0001
341512828144,2,9003,721684311,202406031208058285302384,202406031208058285302385,1Z8222V21219722759,W13217511,8999480,WE,1,0001
341672464532,1,1,723298359,202406190553099084164608,202406190553099084164611,1Z96X1671211989135,T02026222,1899088,WE,1,0001
341733036220,3,1,723631617,202406220607419252524432,202406220607419252524444,1ZW459701264683666,90964914,9070980,WS,1,0001
340633207865,4,1,713389952,202403051848463795685221,202403051848463795685226,1ZW412051251844261,86638301,3899306,WE,1,0001
341413330687,1,1,720837220,202405241209407810364287,202405241209407810364288,1ZX1506X1226817962,W13122953,8172637,WS,1,0001
341722167234,2,9000,723636003,202406220739509255733659,202406220739509255733661,1Z4X525A0301892502,T02078401,994863,PB,1,0001
341512870997,11,1,721712416,202406031740068297862581,202406031740068297862583,1Z4E67641289424605,90074899,4166596,PB,1,0001
340702759770,2,1,714220997,202403140834554208154091,202403140834554208154092,1ZW459701255984616,86970371,5890472,WS,1,0001
341262989328,3,9002,719113747,202405060911056901524642,202405060911056901524643,1Z9740X41248444358,K12711681,8845702,WE,1,0001
340342420833,1,1,713750412,202403081702523951813017,202403081702523951813027,1ZW5R9031255463166,86833019,8111093,PB,1,0001
340403165244,1,1,722106991,202406061820068464317547,202406061820068464317549,1ZW5R9030262775218,90316980,9604999,WE,2,0001
340983636853,1,1,716852485,202404100739585524986000,202404100739585524986005,1Z4X525A1268083726,T01411480,5977825,PK,1,0001
341302463458,1,1,719638436,202405101708207136733438,202405101708207136733439,1ZW459701260946755,89273432,2704703,WS,1,0001
341143529962,13,1,718434766,202404271324276478752810,202404271324276478752813,1Z4X525A1234918987,T01544851,3579790,WE,1,0001
340752689869,1,1,714609893,202403181240464400994098,202403181240464400994101,1ZX174841201787505,W12570831,1416155,WE,1,0001
341503739516,1,1,721414587,202405301729548112277341,202405301729548112277342,1ZW412051258216098,90009219,5227046,WS,1,0001
341262108143,1,9001,719168721,202405061852426924762942,202405061852436924763326,1ZW459701260275980,89129354,3057027,WS,1,0001
341713056180,1,1,723473164,202406201734139170330414,202406201734139170330417,1ZW412051259931947,90853280,612029,WE,1,0001
341732284359,1,1,723631211,202406220606189252449963,202406220606189252449967,1ZW5R9031264307120,90949442,5695040,PB,2,0001
341733801102,3,1,723631594,202406220607379252523355,202406220607379252523361,1ZW412051260127019,90951763,9384577,PK,1,0001
341432086286,7,1,720763106,202405231742427767730502,202405231742427767730503,1ZW412051257653457,89760358,5339873,PB,2,0001
340712748201,2,9000,714100565,202403121644414123214645,202403121644414123214647,1Z4E67641249288285,87008059,8368097,PB,1,0001
340853308385,2,1,715489978,202403261718054815350245,202403261718054815350248,1ZW459701257118487,87638039,1906599,WE,1,0001
341133837540,2,9000,721585706,202406011450438210923410,202406011450438210923413,1ZB37H791200750732,A00435368,9837453,PB,1,0001
341133837540,2,9000,721585706,202406011450438210923410,202406011450438210923413,1ZB37H791200750732,A00435368,9837453,PB,3,0001
341543248411,1,1,721745929,202406031854598301462614,202406031854598301462615,1ZW459701262928093,90114006,8828782,PB,1,0001
341312646860,5,1,719813335,202405131928277262902618,202405131928277262902624,1ZW412051256805526,89319428,4949620,MG,1,0001
341712431988,1,1,723491599,202406201913459174725944,202406201913459174725946,1Z4X525A0335224885,T02064355,4384028,PB,1,0001
340752721464,1,1,714633589,202403181715044411417924,202403181715044411417944,1Z4E67641202314575,87250206,5269620,PB,1,0001
341723262307,2,1,723524441,202406210434239194498625,202406210434239194498627,1ZW412051260050164,90923988,2816494,WS,1,0001
341722185541,1,1,723594867,202406211627189225585556,202406211627189225585612,1ZW459701264616569,90943006,1557164,WS,1,0001
341473386413,2,1,721340217,202405300135118074450488,202405300135118074450490,1ZW412051257943269,89870983,8477552,PB,4,0001
341532421847,2,1,721759084,202406032236238307040035,202406032236238307040037,1Z4X525A1201776835,T01895390,3735276,PB,1,0001
341492123003,1,1,721353002,202405300651298087103871,202405300651298087103872,1Z977E411242482534,T01836333,4661022,PB,1,0001
340612408039,1,9003,713133043,202403021737083662572542,202403021737083662572544,1Z4E67641249051360,86572017,1772250,PB,1,0001
341562630283,3,1,721981996,202406051819428410128223,202406051819428410128240,1ZW5R9031262758263,90301847,5945090,WS,14,0001
341710167576,1,9000,723605333,202406211845269230735083,202406211845269230735085,1Z4X525A0368546029,T02062193,2231901,WE,3,0001
341710167576,1,9000,723605072,202406211834089230351363,202406211834089230351418,1Z4X525A0368545888,T02062179,2231901,WE,3,0001
341482723085,2,1,721436656,202405302052378119023206,202405302052378119023208,1Z4X525A1268406627,T01854313,3645149,PK,1,0001
341710167576,1,9000,723605333,202406211845269230735083,202406211845269230735085,1Z4X525A0368546029,T02062193,2231901,WE,13,0001
341710167576,1,9000,723605072,202406211834089230351363,202406211834089230351418,1Z4X525A0368545888,T02062179,2231901,WE,13,0001
340833067374,1,1,715383902,202403252022234766905811,202403252022234766905812,1Z4X525A0301346558,T01308924,3633707,PB,1,0001
340780104139,1,1,716499919,202404051817125316963726,202404051817125316963752,1Z8222V20353200962,W12712408,200207,WE,1,0001
341612397529,2,1,722682546,202406122108358771030925,202406122108358771030928,1ZW412051259347525,90524010,9362806,PB,1,0001
341392438907,4,1,720687422,202405230431017733896639,202405230431017733896659,1ZW412051257435362,89596384,8829463,WS,1,0001
341213425729,2,1,718884776,202405022108246750720192,202405022108246750720199,1ZW412051255825631,88957773,3065043,MG,1,0001
341332251725,1,1,719833407,202405132239437266452582,202405132239437266452586,1ZW5R9031260839858,89355274,1169729,WE,1,0001
340813470663,1,1,715160738,202403221646104632074218,202403221646104632074220,1Z4E67641202435079,87456167,6337955,PB,1,0001
341692821935,1,1,723282841,202406182336109069115749,202406182336109069115751,1ZW459701264351916,90792198,2582160,WS,1,0001
341332289782,1,1,719808165,202405131917317262560980,202405131917317262560981,1Z4E67641203283491,89368290,6726548,PB,1,0001
341622192142,1,1,722777807,202406131631488815350785,202406131631488815350790,1ZW459701263593149,90460805,9277152,PK,1,0001
341732680721,1,9001,723634878,202406220729279255241778,202406220729279255241779,1Z96X1671232048497,T02078687,4077845,WE,1,0001
341732680721,1,9001,723634878,202406220729279255241778,202406220729279255241779,1Z96X1671232048497,T02078687,4077845,WE,1,0001
340433834025,2,9000,714611582,202403181254114401600393,202403181254114401600397,1Z9740X40399421384,K12420655,7936671,WE,1,0001
340752262444,1,1,714517938,202403161603414329054228,202403161603414329054230,1Z4E67641249379436,87201298,4667782,PB,1,0001
341122909391,1,1,719010077,202405040807556822244841,202405040807556822244843,1Z977E411273869443,T01586598,4448110,RJ,1,0001
341220770026,1,9001,720466817,202405210824117635449923,202405210824117635449927,1Z977E5F1275201004,T01734985,1012196,RJ,1,0001
340622913481,2,1,717691093,202404181844325960445086,202404181844325960445087,1ZW412050254912807,88431740,7549868,PB,1,0001
341082707686,3,1,717678459,202404181810365957883365,202404181810365957883366,1ZW459701258877610,88414232,9229611,PB,2,0001
341083353472,2,1,717650195,202404181333485945319198,202404181333485945319205,1Z9740X41203707907,K12613140,9302358,PB,2,0001
341083353472,2,1,717650195,202404181333485945319198,202404181333485945319205,1Z9740X41203707907,K12613140,9302358,PB,1,0001
340663898625,3,1,713619731,202403071705163902703037,202403071705163902703039,1ZW459701255751644,86798727,3804718,WS,1,0001
340663898625,1,1,713619731,202403071705163902703035,202403071705163902703039,1ZW459701255751644,86798727,5884826,WS,1,0001
341282019445,5,1,719419598,202405081843207035516453,202405081843207035516455,1ZW412051256181334,89212983,2872966,PT,1,0001
341722540265,1,1,723645346,202406221157159266010338,202406221157159266010340,1ZB37H791201232246,A00513660,8928854,PB,2,0001
341722540265,1,1,723645346,202406221157159266010338,202406221157159266010340,1ZB37H791201232246,A00513660,8928854,PB,2,0001
341133451094,1,1,718086119,202404240409476258502345,202404240409476258502350,1ZW5R9031258893517,88629346,8772516,PT,1,0001
341732561426,1,9000,723631194,202406220606159252455893,202406220606159252455894,1ZW5R9031264309146,90950236,6078105,PB,3,0001
341733333551,1,1,723631047,202406220605459252441549,202406220605459252441554,1ZW412051260117271,90949928,7903751,PT,1,0001
341552833533,1,1,722404770,202406102006498646898134,202406102006498646898144,1ZB37H661200892989,A00463330,8081103,PB,2,0001
340132149741,4,1,720252248,202405172156577485306759,202405172156577485306761,1ZW5R9031261288684,89491676,2817362,PT,1,0001
340962657136,1,1,716696650,202404082217335448995261,202404082217335448995263,1Z4X525A1201431788,T01392921,8785499,WE,1,0001
341443637622,2,1,720894389,202405242148487830961017,202405242148487830961018,1ZW45970YW62214784,89802119,5712502,WS,1,0001
341412536540,2,9003,720743756,202405231637207764409279,202405231637207764409285,1Z4E67641203408203,89620731,8324781,PB,2,0001
341012375109,1,1,717074035,202404120757505632983301,202404120757505632983304,1Z8222V21219638805,W12790438,8027057,WE,1,0001
341712914132,1,1,723464765,202406201710039168724796,202406201710039168724798,1Z4E67641289569245,90864980,3390730,PB,2,0001
341392697353,1,9001,720410450,202405201917387608108714,202405201917387608108715,1ZW459701261763272,89523055,3798883,PK,1,0001
341632750889,1,1,723645429,202406221157309266004837,202406221157309266004842,1ZB37H661201177947,A00516902,8576244,PB,1,0001
341552980508,1,1,721869768,202406041824428355654133,202406041824428355654139,1ZW459701263009173,90249605,6546270,WS,1,0001
341723987697,2,1,723635460,202406220733599255551231,202406220733599255551232,1Z977E411242604723,T02071914,1842089,PB,1,0001
341352555070,4,1,720089867,202405161132167409851760,202405161132167409851761,1Z8222V21219690543,W13068416,4457181,WE,1,0001
341033024710,2,9000,717256488,202404150825085763753171,202404150825085763753174,1Z9740X41299866244,K12591085,7396448,PB,1,0001
341693382556,2,1,723237345,202406181826019058813163,202406181826019058813166,1ZW459701264241286,90654963,4482719,PK,1,0001
341732828049,1,1,723636629,202406220800549256555485,202406220800549256555487,1Z96X1671212000986,T02078630,906075,WE,1,0001
341732828049,1,1,723636629,202406220800549256555485,202406220800549256555487,1Z96X1671212000986,T02078630,906075,WE,3,0001
340632594610,1,9001,717533474,202404171229565883446263,202404171229565883446266,1Z8222V21253243131,W12820148,7172426,PB,1,0001
341233498359,1,1,719320426,202405072152296985803381,202405072152296985803384,1ZB37H791200348267,A00381809,6909961,PB,1,0001
341403704123,1,1,720522018,202405211634057658031942,202405211634057658031946,1ZW412051257402227,89562215,9505096,WS,1,0001
341073396267,1,9001,717557427,202404171642125895522064,202404171642125895522065,1Z4E67641288786995,88388817,5366635,PB,1,0001
341272041839,29,9027,719340698,202405080437226999081907,202405080437226999081924,1ZW412051256170515,89215470,3056081,WS,1,0001
341272041839,68,9040,719340698,202405080437226999081912,202405080437226999081924,1ZW412051256170515,89215470,2396421,WS,16,0001
340463867192,3,1,713131205,202403021731023662334605,202403021731023662334607,1ZW412051251660754,86522635,7144379,RJ,1,0001
341332638756,1,1,719840693,202405132342067268150597,202405132342067268150598,1ZW459701261242978,89362393,5248533,PB,1,0001
341502110552,1,1,723593470,202406211623119225418692,202406211623119225418696,1ZW412051260062848,90928987,3717176,WE,2,0001
341073488312,1,1,717660493,202404181551225950502137,202404181551225950502147,1Z4X525A1201494961,T01464566,1416155,WE,1,0001
340803488170,2,1,715164910,202403221704084632738484,202403221704084632738492,1ZW459701256654499,87419968,6096991,PK,1,0001
340922477674,3,1,716133650,202404021547385148774515,202404021547385148774521,1Z4E67641288502433,87848979,2929036,PB,1,0001
340823467642,1,1,716747470,202404091222155481533607,202404091222155481533609,1Z9740X41299793144,K12565481,7321399,PB,1,0001
341022406431,5,1,723635219,202406220733069255510078,202406220733069255510080,1Z977E411274114407,T02075757,9613383,PB,1,0001
341022406431,5,1,723635219,202406220733069255510078,202406220733069255510080,1Z977E411274114407,T02075757,9613383,PB,1,0001
341483032254,4,1,721509269,202405311603408167738951,202405311603408167738955,1Z4X525A1268412209,T01854803,6111789,PB,1,0001
340930174578,20,1,719408543,202405081810087034005827,202405081810087034005833,1ZW412051255724400,88838677,9025698,WE,1,0001
341162158545,1,1,719522062,202405091701067082420155,202405091701077082420157,1Z4E67641250402308,89247046,2103066,PB,2,0001
341222931071,3,1,719320302,202405072151586985800774,202405072151586985800775,1ZB37H791200351931,A00380370,1048968,PK,1,0001
341532786421,1,9000,721737436,202406031833438300576982,202406031833438300576995,1ZW459701262888930,90094541,9234910,WS,4,0001
341703532273,1,1,723451096,202406201351429161145737,202406201351429161145741,1Z08686A0328334103,SHP04524962,1849375,RJ,1,0001
341713061990,1,1,723468825,202406201721299169384538,202406201721299169384541,1ZW459701264464287,90859870,9130996,WS,1,0001
341592736761,7,1,723093176,202406171713269001016884,202406171713269001016885,1ZW459701264088774,90599770,3886917,PK,1,0001
340673221800,1,9000,713763748,202403081838323954755943,202403081838323954755944,1ZW45970YW55795116,86846892,5799999,WS,4,0001
341483860837,1,1,721577487,202406011100468203480083,202406011100468203480096,1Z8222V21253329638,W13207712,6738196,PB,1,0001
340943536409,1,9000,716394168,202404041746085264196144,202404041746085264196145,1ZW412051253997334,87950075,1924901,WS,4,0001
341043100716,1,1,723631009,202406220605379252436541,202406220605379252436546,1ZW412051260132512,90953277,4597756,WE,1,0001
341473463667,1,1,721145739,202405282224428006555142,202405282224428006555145,1ZW5R9031262102658,89938885,4532621,WS,1,0001
341363677731,1,9001,720170065,202405170655447452517415,202405170655447452517419,1Z977E411242404609,T01696773,6737659,RJ,1,0001
341692451329,3,1,723300808,202406190647279086162355,202406190647279086162378,1Z977E410323909135,T02042718,2188319,WE,1,0001
340843391749,6,1,715433862,202403260946044794116346,202403260946044794116348,1Z8222V21253184240,W12638031,4742125,PB,1,0001
340842445058,5,1,715372372,202403251928294764969017,202403251928294764969021,1ZW412051253319950,87571274,565636,WS,1,0001
341493249443,2,1,721335330,202405292347098070107040,202405292347098070107041,1ZW5R9031262193855,89975834,7837910,WS,1,0001
341483853113,3,1,721277639,202405291744408058237160,202405291744408058237163,1ZW412051258106091,89963119,3140583,PT,2,0001
341083370450,3,1,717766479,202404191707426018589699,202404191707426018589703,1ZW459701258805607,88416054,5449833,WE,1,0001
341292284310,1,9000,720405188,202405201858227607202187,202405201858227607202199,1ZW459701261730619,89510639,5536490,WS,1,0001
340763453289,3,1,714639244,202403181730504412229393,202403181730504412229424,1Z4E67641202324760,87252888,4977434,PB,1,0001
341583205636,1,1,722132521,202406062347058472184959,202406062347058472184969,1ZW5R9031262869901,90350538,3402428,PT,1,0001
341683794737,2,1,723250972,202406181905399060753060,202406181905399060753061,1ZW459701264332991,90681012,8041006,WS,1,0001
341403789942,1,1,720418419,202405201946387609366712,202405201946387609366713,1ZW459701261834561,89551850,2629183,PB,2,0001
340992282178,3,1,716776110,202404091717125493438354,202404091717125493438362,1Z4E67641288625819,88091306,6829587,PB,1,0001
341612014405,2,1,722411123,202406102156478648394727,202406102156478648394745,1Z4E67640303597188,90422569,613902,PB,1,0001
341033197789,2,1,717174928,202404131129005689091229,202404131129005689091231,1ZW412051254551796,88251023,5509083,WS,3,0001
341612754661,2,1,722515651,202406111735498701287561,202406111735498701287568,1ZW5R9031263057858,90426495,7817593,PK,1,0001
340722187325,2,1,714242418,202403141014564212954546,202403141014564212954551,1ZW5R9031255833800,87072216,6212960,PK,1,0001
341643547035,1,1,722787012,202406131704198816744386,202406131704198816744387,1ZW459701263892585,90537255,158374,PK,1,0001
340870921848,1,1,717051405,202404120153585620515126,202404120153585620515127,1Z8222V20353227229,W12764260,6319783,WE,70,0001
340870921848,1,1,717051405,202404120153585620515126,202404120153585620515127,1Z8222V20353227229,W12764260,6319783,WE,59,0001
340670900349,5,1,717050576,202404120142425619890160,202404120142425619890162,1Z8222V21253215537,W12729383,6001455,WE,20,0001
340670900349,5,1,717050576,202404120142425619890160,202404120142425619890162,1Z8222V21253215537,W12729383,6001455,WE,32,0001
340870921848,1,1,717051407,202404120154005620509487,202404120154005620509488,1Z8222V20389581814,W12764252,6319783,WE,70,0001
340870921848,1,1,717051407,202404120154005620509487,202404120154005620509488,1Z8222V20389581814,W12764252,6319783,WE,59,0001
341613435583,1,1,722702269,202406130432498785133730,202406130432498785133732,1ZW5R9031263442762,90507808,6796814,PB,1,0001
341593651084,2,1,722370467,202406101820218642399545,202406101820218642399551,1ZW5R9031262998601,90395023,7791005,MG,1,0001
341732718083,1,1,723631153,202406220606079252446310,202406220606079252446332,1ZW412051260128821,90952273,9957731,PK,1,0001
340893527556,1,9000,716038346,202404011809485096468831,202404011809485096468832,1Z977E410342240928,T01345944,1348984,RJ,1,0001
341033997618,1,1,717225883,202404142101035741943077,202404142101035741943078,1ZW41205YW54619358,88277665,7142783,WS,1,0001
341492826753,18,9004,721409864,202405301713418111532086,202405301713418111532088,1ZW412051258247055,89983938,283836,RJ,1,0001
341733810707,2,1,723653072,202406221803329276911127,202406221803329276911128,1ZW5R9031264338436,90957918,1069788,WS,1,0001
340682609193,1,1,713998519,202403112023564072129002,202403112023564072129006,1Z977E411242180280,T01223198,6543278,PB,1,0001
341262021015,2,1,719171095,202405061901286925161108,202405061901286925161112,1ZW5R9031259938860,89130015,1195685,WS,1,0001
341513121002,3,1,721589728,202406012331548221100856,202406012331548221100866,1ZW459701262737290,90043125,9492558,PT,1,0001
340522973031,3,1,714930759,202403202102164530857087,202403202102164530857094,1ZW459701256503517,87356204,475405,WE,1,0001
341232918258,1,1,718974704,202405031757386797748373,202405031757386797748378,1ZW5R9031259680889,89014872,3363003,RJ,1,0001
341192131421,1,1,718585475,202404292249026594644328,202404292249026594644329,1Z4E67641250260435,88856139,2810557,WS,2,0001
341722926720,3,1,723594932,202406211627349225604337,202406211627349225604341,1Z4X525A0301884173,T02071137,63604,WE,1,0001
341722926720,3,1,723594932,202406211627349225604337,202406211627349225604341,1Z4X525A0301884173,T02071137,63604,WE,1,0001
341352390858,2,1,720276112,202405181731027523633266,202405181731027523633269,1ZW412051257271815,89412783,9232506,MG,1,0001
340813371630,2,1,715169620,202403221722544633309279,202403221722544633309280,1ZW459701256727839,87457240,8014626,PK,1,0001
341542606726,2,1,721709925,202406031732028297547139,202406031732028297547144,1Z4E67640350701770,90125469,613902,PB,1,0001
341592260390,1,1,723629716,202406220601239252289633,202406220601239252289635,1ZW5R9031264188125,90875445,3352149,PB,1,0001
340732110903,1,1,714630658,202403181701544410998425,202403181701544410998426,1Z447E1F1276431956,87244888,8870136,WS,1,0001
340673405387,2,9001,713907163,202403111047104049899357,202403111047104049899362,1Z8222V21219529521,86862273,691399,WE,1,0001
341482347406,3,1,721185904,202405290238238020968814,202405290238238020968823,1Z4E67641203459079,89911962,1333120,PB,1,0001
341713028247,1,1,723469322,202406201722499169442734,202406201722499169442736,1ZW5R9031264163008,90863561,7037482,RJ,3,0001
340670900349,4,9001,717051413,202404120154355620542389,202404120154355620542390,1Z8222V21289571620,W12729395,860446,WE,32,0001
340670900349,4,9001,717051418,202404120155055620562569,202404120155055620562570,1Z8222V21219623893,W12729276,860446,WE,32,0001
340670900349,4,9001,717051413,202404120154355620542389,202404120154355620542390,1Z8222V21289571620,W12729395,860446,WE,20,0001
340670900349,4,9001,717051418,202404120155055620562569,202404120155055620562570,1Z8222V21219623893,W12729276,860446,WE,20,0001
